51300041417,fed,193,106
51300059250,bac,87,100
51300080561,aae,176,282
51300084194,ade,214,48
51300172329,gda,79,179
51300223085,aaf,164,245
51300223085,ccc,232,230
51300223085,dge,221,20
51300223085,fgf,288,28
51300223085,fcc,112,40
51300223085,gdd,237,16
51300223085,ggf,289,253
51300223085,gdf,264,114
51300223085,bea,202,267
51300223085,fgd,146,186
51300223085,abf,49,205
51300223085,fbf,120,189
51300223085,gab,169,261
51300223085,cff,60,33
51300223085,cdb,28,213
51300223085,aed,240,241
51300223085,fdf,80,102
51300223085,dcf,126,148
51300223085,ebf,2,120
51300223085,ade,56,53
51300223085,ebd,227,93
51300223085,bac,83,91
51300223085,ccf,291,85
51300223085,cef,190,25
51300223085,abd,187,41
51300223085,ebb,271,142
51300223085,gbb,262,48
51300223085,eaf,110,211
51300223085,bgc,154,20
51300223085,ebd,123,77
51300223085,fbd,283,107
51300223085,aca,40,44
51300223085,fcc,143,35
51300223085,dcc,52,177
51300223085,dbb,16,241
51300223085,dbd,106,277
51300223085,ffd,176,151
51300223085,dbe,236,101
51300223085,ccb,111,105
51300223085,bba,85,18
51300223085,cgb,270,62
51300223085,ega,259,242
51300223085,dbc,29,169
51300223085,ccf,258,77
51300223085,bae,260,184
51300223085,acb,262,92
51300223085,dge,15,21
51300223085,deg,283,245
51300223085,gca,253,42
51300223085,fbg,291,239
51300223085,gda,133,193
51300223085,gfe,209,24
51300223085,fge,223,32
51300223085,bca,278,145
51300223085,cbc,37,100
51300223085,fcb,275,111
51300223085,fee,289,161
51300223085,cdg,167,49
51300223085,dgd,60,236
51300223085,egb,61,128
51300223085,baa,82,77
51300223085,fee,208,140
51300223085,efg,64,271
51300223085,bbb,167,117
51300223085,ada,259,246
51300223085,bga,52,6
51300223085,abe,270,244
51300223085,efa,212,151
51300223085,gdb,95,56
51300223085,eea,202,69
51300223085,ebb,88,139
51300223085,fdd,47,211
51300223085,bde,170,292
51300223085,ecf,135,70
51300223085,eba,178,51
51300223085,bee,138,145
51300223085,dbc,268,196
51300223085,eea,58,62
51300223085,dga,273,216
51300223085,aba,200,254
51300223085,faa,242,23
51300223085,ddd,92,42
51300223085,aef,153,258
51300223085,ebc,230,26
51300223085,fbe,222,261
51300223085,ceg,268,84
51300223085,dbf,291,159
51300223085,bbd,212,208
51300223085,gdf,188,96
51300223085,ccg,7,51
51300223085,fef,66,144
51300223085,adb,39,236
51300223085,bbe,23,49
51300223085,geb,195,260
51300223085,dfc,74,68
51300223085,dfc,61,60
51300223085,bad,103,99
51300223085,bgb,149,298
51300223085,bee,153,123
51300223085,fgc,258,234
51300223085,bef,154,14
51300223085,dgg,299,190
51300223085,ffe,126,290
51300223085,abc,272,176
51300223085,bca,153,134
51300223085,ddc,91,193
51300223085,acb,80,80
51300223085,cba,30,42
51300223085,eab,182,275
51300223085,eeg,189,168
51300223085,agf,280,289
51300223085,bdg,36,162
51300223085,cce,210,85
51300223085,fdg,147,170
51300223085,dcg,140,94
51300223085,ffd,100,160
51300223085,cbd,204,115
51300223085,abg,112,104
51300223085,dde,173,279
51300223085,gbd,159,154
51300223085,cac,274,106
51300223085,bgb,151,306
51300223085,dfd,87,116
51300223085,edc,93,15
51300223085,ced,185,116
51300223085,cgc,124,269
51300223085,cea,292,251
51300223085,daa,82,223
51300223085,aga,241,99
51300223085,bdf,3,165
51300223085,aab,117,203
51300223085,fbf,124,175
51300223085,agb,73,34
51300223085,edf,287,99
51300223085,dbd,13,265
51300223085,geb,70,267
51300223085,edd,29,275
51300223085,gab,224,268
51300223085,ffa,93,171
51300223085,bfg,217,276
51300223085,deg,16,230
51300223085,dba,62,262
51300223085,ggf,147,232
51300223085,aaa,196,12
51300223085,gfe,153,25
51300223085,add,48,183
51300223085,abd,50,38
51300223085,bcd,58,9
51300223085,gga,29,83
51300223085,agc,135,82
51300223085,efe,93,75
51300223085,dfb,14,89
51300223085,aaf,163,254
51300223085,dee,296,171
51300223085,ggg,183,219
51300223085,fge,115,31
51300223085,fff,88,231
51300223085,fae,208,30
51300223085,gcc,221,25
51300223085,efe,142,68
51300223085,fef,120,115
51300223085,ggc,261,139
51300223085,daa,125,243
51300223085,fgg,214,237
51300223085,bea,175,267
51300223085,fce,33,177
51300223085,afg,270,289
